X,Y,Z,formation
591274.97072746,7481719.91884326,673.,Fault_2996
587794.70988231,7481106.89070033,709.,Fault_2996
582253.99027346,7480755.38868292,721.,Fault_2996
581344.53076482,7480819.42134953,718.,Fault_2996
578271.69048585,7480705.49883851,741.,Fault_2996
573222.22804249,7480467.0181304,679.,Fault_2996
572815.63820202,7478763.028284,686.,Fault_2996
545893.98244059,7489525.86523723,772.,Fault_2997
544585.5114451,7491365.67175768,698.,Fault_2997
543815.63934849,7492181.65231903,608.,Fault_2997
541963.19163038,7493283.13978594,560.,Fault_2997
541373.25980024,7493585.6289696,538.,Fault_2997
539028.58285976,7496659.63465747,491.,Fault_2997
536416.39474816,7498309.60412959,503.,Fault_2997
534479.09627295,7498804.10098736,509.,Fault_2997
554653.920989758,7421210.058449306,331.,Fault_3487
537051.99288756,7428494.3721488,356.,Fault_3487
533737.40828303,7429465.88262976,325.,Fault_3487
530893.14585139,7430317.81789437,306.,Fault_3487
511975.4630899804,7437434.042915333,267.,Fault_3487
554983.23241569,7433229.34048395,382.,Fault_3489
552720.8990036,7434152.87122442,397.,Fault_3489
551739.0193405,7434974.86016924,412.,Fault_3489
549635.96093104,7436252.86254491,463.,Fault_3489
547445.55060349,7436950.07121102,466.,Fault_3489
546245.22606685,7437147.01606545,488.,Fault_3489
544597.45089798,7437294.40030542,470.,Fault_3489
542524.53061737,7437645.39810147,432.,Fault_3489
540302.29951528,7437698.40097155,379.,Fault_3489
538586.97992334,7437411.38976172,347.,Fault_3489
536285.91837454,7437051.40162196,332.,Fault_3489
622951.64915102,7466709.30135386,574.,Fault_3494
618011.41989157,7467029.41077609,562.,Fault_3494
615866.88800446,7466722.88361037,571.,Fault_3494
614883.88962228,7466429.85889845,572.,Fault_3494
613839.58930872,7466453.86072402,564.,Fault_3494
613679.39925239,7466507.35819626,564.,Fault_3494
534630.34441964,7483865.05492077,434.,Fault_3496
532580.79170147,7486055.071734,439.,Fault_3496
529932.98886084,7489804.02599761,490.,Fault_3496
527088.25041356,7493236.51080705,462.,Fault_3496
