WKT	objectid	feature
LINESTRING (563343.28677357 7451425.29766984, 564252.2696725701 7450918.81981563, 565096.07615231 7450549.33396012, 565781.71897744 7450232.82985741, 566537.66290011 7449916.8272636, 567311.25003116 7449529.85342834, 567873.85153018 7449230.86576774, 568612.2101162 7448967.39347177, 569335.82701873 7448857.48185542)	12605	Fault or shear zone
LINESTRING (557512.47779865 7455967.48422262, 559082.504337 7455393.97075699, 560817.57940801 7454965.46170124, 561106.44423423 7454898.21020914, 561388.5787566199 7454832.5197469, 562047.95879831 7454678.97060943, 562511.25605073 7454663.15689929, 562970.10825946 7454647.48069125, 564409.73861866 7454505.50364852, 566146.87962266 7454475.01791421, 567821.168921 7454495.55141685, 570264.74424755 7454220.06554856, 571912.66058676 7454026.06414761, 572859.51634083 7453880.59211189, 575198.7747336701 7454225.70734074, 576528.21910161 7454282.26548003, 577776.913876 7454335.28082579, 580460.77456675 7454121.84439769, 582236.50796164 7454230.40940452, 582824.6906534201 7454352.92837033, 583485.30862603 7454469.4406708, 584171.06971822 7454487.4701203, 584575.9378976499 7454496.48136923, 584682.79909351 7454498.97944803, 585611.10007546 7454429.49915267, 586457.25933694 7454348.01004881, 588396.15109746 7454246.06103373, 588509.8111630999 7454240.06049282, 589299.05880928 7454159.07006079, 590862.97930932 7453634.10165636, 590913.4907172601 7453617.09944703, 591958.8802734599 7453375.61934248, 592314.40955924 7453317.12911129, 593696.85001073 7452867.65808366, 594440.49961349 7452653.67113188, 595648.70680254 7452306.19257338, 598274.34703488 7451795.23475536, 600845.32392376 7451343.78513389)	12611	Fault or shear zone
LINESTRING (511975.4630899804 7461024.768369924, 512277.42956529 7460605.03922832, 512360.75946304 7460424.52784064, 513274.99075516 7459801.53076318, 513435.84542224 7459733.03323468, 514214.27760268 7459401.53151935, 514791.28148709 7459048.53106031, 515266.37991023 7458657.53174277, 515582.81907793 7458337.53144516, 516400.49952735 7457779.51960127, 517092.7557963 7457585.00838037)	12618	Fault or shear zone
LINESTRING (567042.22500496 7475427.86371514, 567923.10956276 7474767.36844167, 568461.5477313 7474331.88266642, 569905.1799108899 7472999.90036675, 571177.9316893599 7471840.92028696, 571430.6501413099 7471508.92028854, 571789.08931096 7471126.92201423, 572065.57916188 7470945.41974082, 572164.46882037 7470880.42007838)	12627	Fault or shear zone
LINESTRING (585775.61235223 7483109.94962771, 586836.31217237 7482057.77756474, 587794.70988231 7481106.89070033)	12630	Fault or shear zone
LINESTRING (561902.1672820901 7495667.56119192, 562799.85115129 7495453.44957627, 563778.05038205 7495379.13181237, 564668.28240642 7495390.17654588, 565505.9661175699 7495196.11402049, 566244.77760804 7494876.34051816, 566385.07789954 7494840.9257763, 567197.69597237 7494204.83700253, 568041.43235227 7493252.28618605, 568785.969816 7492019.02928178, 569626.27693119 7490363.58449989, 569783.54217295 7489936.88039555, 571153.8506062099 7486217.3684713, 571353.19026803 7485676.11480959)	12642	Fault or shear zone
LINESTRING (570368.81238706 7496845.96090111, 570960.22915188 7496515.96939354, 571485.06907742 7496222.97773292, 572442.32856957 7495594.02142953, 573127.25001337 7495195.52976082, 574282.960749 7494845.53104698, 575857.3279681701 7494277.0382595, 577158.20150054 7493690.53982074, 577939.02232715 7493387.05517406, 578928.397768 7492822.05550034, 579396.99379343 7492418.05813915, 579998.53160966 7491861.57121131, 580706.56990019 7490985.55874273, 581117.30085266 7490423.05893215, 582666.48125971 7488569.04953014, 583470.17858886 7487731.04032788, 584515.21938283 7486859.51759119, 584634.2871632 7486483.50852012, 585088.58754137 7485742.50252929, 585443.03300712 7485383.98270819, 586001.21832681 7485081.98382786, 586547.8474747 7485021.97982307, 587772.79789742 7484870.57096876, 589004.04918962 7484831.80815312)	12644	Fault or shear zone
LINESTRING (528055.80054875 7501423.05933658, 529283.51012455 7501486.06090314, 529735.54628834 7501486.24418653, 530418.70911618 7501486.4958822, 531172.41077884 7501486.73834442, 532463.8035782099 7501487.06753388, 532622.25910074 7501487.10041895)	12646	Fault or shear zone
LINESTRING (520343.17884566 7501712.97896174, 521600.978795 7500716.47986228, 522066.44076737 7500347.99055952, 522262.58927234 7500072.48211218, 523291.23883935 7498627.49077638, 523430.9410852 7498430.97971338, 524119.3216712 7497642.51516716, 524494.0876216301 7496605.00666576, 524724.62548089 7495307.98749757, 525272.35781248 7494039.49961675, 525704.70504445 7493463.00413042, 526223.55235006 7492598.51350424, 526718.5994980501 7491736.49932416, 527174.81999884 7490782.51162547, 527680.86720332 7490012.50910418, 528289.45943397 7489080.52081917, 528731.3410245 7488476.02152234, 528891.78911586 7488198.02104718, 529097.5478161999 7487841.02214759, 529422.97116457 7487328.51025387, 529486.57355708 7487228.24070015, 529610.7180335 7487032.52178932, 529682.6185648 7486919.51543206, 530172.61399777 7486401.02906034, 530691.43430111 7485795.52823793)	12647	Fault or shear zone
LINESTRING (548836.0704010499 7509272.83168071, 548901.39199359 7509041.56628439, 548978.5008560501 7508211.38333105, 548948.53390282 7507152.60603048, 548779.6855026 7504205.42359491, 548696.4036478 7503089.56673039, 548667.18383825 7502259.71665453, 548771.4828855901 7501629.77815787, 549125.6591833601 7501291.06209152, 549221.86553991 7501199.0512453, 550309.2222200501 7500537.29586449, 551263.6320669299 7499875.89151242, 551387.97248765 7499780.9937221, 551979.20552504 7499329.72864007, 552615.4234901801 7498898.28016168, 552794.04956652 7498772.5523466)	12658	Fault or shear zone
LINESTRING (519312.0001890445 7509272.83168071, 520543.73483977 7509095.01279117, 521090.55123523 7509073.01052396)	12660	Fault or shear zone
LINESTRING (572653.8623058 7427372.45545551, 573535.0478534501 7426430.42413024, 574371.00869947 7425509.40908538, 574483.76956327 7425385.57452219, 574834.92477445 7424999.91436387, 574996.20627219 7424822.77540761, 575027.94892675 7424787.91105693, 575403.75915243 7424439.90681113, 576718.6003716399 7423024.86847207, 577670.33245742 7421931.37040277, 578204.0130047087 7421210.058449306)	14081	Fault or shear zone
LINESTRING (560582.8739608401 7432297.2208447, 560586.17835658 7432077.20946204, 560593.74838457 7431576.19833234, 560592.33823911 7431491.27648253, 560591.5483573501 7431443.71012072, 560587.76057055 7431391.21238473, 560565.37986409 7431087.21178626, 560557.12065181 7430975.188926, 560533.36966871 7430651.69935237, 560518.50896484 7430439.69928963, 560482.00968234 7429922.68975848, 560473.01635381 7429794.69375075, 560443.83127489 7429645.70245885, 560419.83181552 7429522.67861592, 560362.6957679 7429222.68011436)	14083	Fault or shear zone
LINESTRING (554564.3119985301 7434238.37747521, 554798.50231565 7433723.3605019, 554855.53146213 7433574.35201108, 554983.23241569 7433229.34048395, 555050.21733715 7433040.84639579, 555094.6389071801 7432915.84207885, 555333.40068178 7432187.30959997, 555469.52502273 7431872.32237397)	14085	Fault or shear zone
LINESTRING (511975.4630899804 7507594.169555455, 512313.49994493 7507522.90006894, 512770.79001159 7507399.40907883, 513462.9393362 7507185.91055259, 514147.99990666 7506812.92062652, 514376.33966949 7506684.4202721, 514710.9014938 7506357.4292695, 514855.39826789 7506149.94119145, 514948.98055504 7506013.92941611, 515178.57797709 7505680.4292726, 515243.85978289 7505523.4307279, 515694.68618334 7504430.43027069, 515738.88476599 7504353.4403226, 516394.71281388 7503210.94009311, 516559.52884586 7502992.44223246, 516863.05789255 7502589.94232609, 516965.38096195 7502458.64066976, 516985.40934179 7502432.9397205, 517381.03036753 7501996.4504586, 517439.45226521 7501894.93914092, 517626.97828778 7501568.43814849, 517873.43954899 7501235.94113834, 517978.50258812 7501117.44098539, 518524.9442624 7500500.44191141, 518815.13140255 7500008.94937101, 518839.30872175 7499930.93991049, 518912.27037857 7499695.46061321, 518959.73934571 7499542.45116102, 519006.42959692 7499391.45138507, 519103.09158567 7499079.93851591, 519142.37342451 7498952.95056238, 519198.90885568 7498812.44902131, 519252.20101763 7498679.95235482, 519335.66180724 7498472.43955491, 519782.08844692 7497413.44831201, 520002.38850294 7496934.94194691, 520209.10836453 7496271.9499226, 520631.03544852 7495403.9455309)	14378	Fault or shear zone
LINESTRING (522126.1762770793 7421210.058449306, 512715.58223162 7425917.81568263, 511975.4630899804 7426349.693513688)	14775	Fault or shear zone
LINESTRING (562587.2295467301 7444410.77630385, 565100.71964227 7446620.29960799, 566113.63198531 7447386.41828162, 566306.5970064 7447532.35128251, 566584.91065044 7447742.82132957, 567142.24130634 7447991.85411121, 567908.99870009 7448351.86431855, 568664.97505732 7448650.90021311, 569335.82701873 7448857.48185542, 569579.20701438 7448932.41936912, 570256.01883399 7449112.94984583)	15340	Fault or shear zone
LINESTRING (566113.63198531 7447386.41828162, 565416.17853554 7447737.82323889, 564691.1116029 7448008.30429138, 564072.89465322 7448182.79487694, 563593.23394227 7448261.80813264, 563195.04688899 7448226.7950036)	15389	Fault or shear zone
LINESTRING (606314.57358447 7426442.2973983, 605877.55092065 7425198.24855301, 605799.7106081099 7424976.74143228, 605442.76980107 7424400.22029505, 605284.8812372599 7424145.21989851, 605101.30971741 7423395.18995975, 605057.74012423 7423217.18040794, 604889.0595284801 7422528.15177112, 604815.70837693 7422381.13780098, 604231.8378739723 7421210.058449306)	15497	Fault or shear zone
LINESTRING (547445.55060349 7436950.07121102, 547333.9704084001 7436731.88739096, 546945.03959156 7436057.89521633, 546859.67137001 7435951.39943143, 546627.0514848999 7435661.39836806, 546537.36168495 7435515.89979504, 546416.89691891 7435320.40967403, 546190.28238613 7434960.74579942)	15504	Fault or shear zone
LINESTRING (546245.22606685 7437147.01606545, 545904.93003834 7436730.89307586, 545849.31003399 7436675.40023613, 545652.12975238 7436477.89897068, 545322.4713597 7436148.40877452, 544846.63121008 7435782.89789565, 544808.00184176 7435753.41017232, 544629.30068748 7435614.90058952)	15505	Fault or shear zone
LINESTRING (544246.67600447 7437698.39605399, 544077.79893068 7437522.66785771, 543991.52429783 7437432.89084099, 543958.15142569 7437394.89973562, 543772.18777195 7437184.90146339, 543747.0065013299 7437156.40626075, 543470.62044525 7436762.89546044, 543279.2719080501 7436443.90182456)	15506	Fault or shear zone
LINESTRING (542758.39518209 7437985.39738952, 542586.82665449 7437642.4138629, 542524.54103811 7437517.89411835, 542485.54939061 7437449.90069449, 542439.66996886 7437370.40117406, 542344.27807409 7437204.89815391, 542163.10504481 7436890.39336887, 542056.84426848 7436688.40742505)	15508	Fault or shear zone
LINESTRING (615099.72016137 7445944.07905146, 614539.98104893 7445591.53944153, 614354.66194931 7445516.50937123, 613872.31720771 7445321.84976816, 613108.19209286 7445013.43030756, 612178.73048805 7444812.48111429, 611556.7602985899 7444634.97198016, 611299.5619594801 7444561.55941114, 610919.91954587 7444426.08052396, 610244.50108547 7444184.64216815, 609088.99754442 7443607.20862038, 606602.21111517 7442652.72085914, 604693.1519696499 7442125.14872141, 603814.01192119 7441898.63178892, 602384.53319458 7441415.89362917, 601643.88055311 7441170.55767591, 601256.89899582 7441045.05043859, 601101.07881178 7440994.55010803, 600349.97199991 7440700.5201399, 599851.3608101 7440505.30551072, 599367.8687247901 7440315.98982109, 598538.8362062901 7440039.96938255, 597735.05965749 7439662.94837241, 597232.68912992 7439436.96048119, 596883.47506553 7439354.29074245, 596278.10020363 7439210.95849098, 595498.15862097 7439251.13891061, 594821.1696524899 7439285.98228027, 593740.78156383 7439435.80892437, 593649.2993121099 7439448.49175953, 593107.12031184 7439516.00108499, 592937.12016969 7439537.5218712, 592152.65044434 7439537.52126419, 591882.0518964001 7439537.50009758, 591503.9086851 7439510.43320431, 590827.00823735 7439461.95762095, 590000.77776954 7439367.78630237, 589721.22512689 7439335.91315001, 589268.92745658 7439284.33297957, 588931.14790231 7439245.80342707, 588737.1839027799 7439223.67500382, 587963.28845139 7439135.35913221, 587471.90476505 7438998.96970885, 587058.93996297 7438884.33193819, 586405.9004991 7438683.30052422, 586079.30203617 7438557.29851055, 585875.35005008 7438398.99013277, 585853.19056934 7438381.78946949, 585828.06961643 7438230.77863257, 585878.3317469 7437979.77960779, 586079.31845684 7437602.79158234, 586259.84136168 7437209.85724183, 586357.14176647 7436998.0589049, 586506.33978347 7436673.27876346, 586806.90036871 7436252.54327445, 587074.82334848 7435877.46905906, 587158.73540209 7435759.99267841, 587464.72438632 7435331.58970086, 587636.69895213 7435090.80074672, 587773.16227526 7434632.29072797, 587787.44072272 7434186.28936842, 587614.15917948 7433439.78036646, 587402.12969198 7433081.74991618, 587070.9600773 7432777.24170207, 586726.51914104 7432552.23875131, 586342.35045908 7432340.21853521, 586077.40661878 7432194.2090222, 585732.9632554899 7431982.18765827, 585547.54317553 7431810.18019866, 585362.05284264 7431571.67431229, 585110.35365027 7430935.66441257)	15510	Fault or shear zone
LINESTRING (595861.47994603 7473711.84675533, 594250.90483909 7473376.81210875, 592964.65655415 7473040.3150831, 592809.72040137 7473004.85430458, 592149.79035274 7472853.79253946, 591551.1685283399 7472684.7705995, 591219.86243486 7472553.28173569)	15530	Fault or shear zone
LINESTRING (595340.77997391 7475216.88087953, 595536.42014654 7474910.38052461, 595624.57910523 7474724.86887523, 595833.29066941 7474475.86045907, 596086.46808637 7474226.3481309, 596275.76176099 7473906.86029635, 596236.3020287401 7473633.34169236, 596063.64988073 7473424.33987667, 595744.7680108 7473247.82979411, 595388.05985319 7473122.32119209, 595031.6912969 7473067.32004362, 594687.73876967 7472954.31108208, 594438.61228467 7472726.79905739, 594328.74419024 7472550.30138696, 594252.80064806 7472428.29907258, 594282.8604581601 7472078.30055985, 594523.66936967 7471892.29983133, 594929.84060068 7471711.80208626, 595450.58862669 7471556.30939743, 596022.37780852 7471432.31193762, 596740.50991136 7471332.81192912, 597465.3580488201 7471297.31844576, 598113.9608533001 7471293.83059352, 598870.97077605 7471334.33148348, 599532.36023676 7471343.33817646, 600422.58881694 7471331.84079454, 601274.15844356 7471206.35113188, 602474.4520249401 7470849.86015519, 603306.20968515 7470577.86114449, 603953.79887454 7470338.87117206, 604537.6097016199 7470081.34750754, 605007.42982934 7469919.85879422, 605497.08940679 7469904.35213781, 605961.42066319 7469920.85106272, 606394.83372311 7469845.62496299, 606894.69042814 7469758.85011086, 607937.63111175 7469359.33711983, 608858.86189754 7468907.34024525, 610197.3891058 7468507.34953502, 611053.69947918 7468250.85001559)	15531	Fault or shear zone
LINESTRING (586547.8474747 7485021.97982307, 586153.10007416 7484921.9806735, 585700.33963722 7484676.4831152, 585401.02092719 7484575.99016791, 584688.10443121 7484439.99047877, 583994.65885152 7484379.98934844)	15540	Fault or shear zone
LINESTRING (524248.58790062 7500447.0197916, 523397.80014025 7500183.49101218, 522854.10153551 7500070.49063024, 522262.58927234 7500072.48211218)	15546	Fault or shear zone
LINESTRING (644072.1188324901 7462800.57854504, 642546.58925454 7462412.61435035, 640210.36446482 7462303.19305275, 638834.04077051 7462283.73890033, 637865.53353367 7462435.99777734, 637599.82212252 7462477.75867635, 637543.71192546 7462465.71962971, 636890.20006483 7462568.75830838, 636765.70059224 7462596.26932788, 636105.35759086 7462755.91580341, 634908.05417377 7463045.29599617, 634523.16137708 7463138.2992675, 633896.56668293 7463289.62304259, 632711.0289500999 7463575.85215022, 631787.71018649 7463862.81967132, 630473.3781641 7464271.19617342, 628227.69879847 7464968.63163979, 626995.76812075 7465338.08109824, 623388.77080107 7466561.29151747, 622951.64915102 7466709.30135386, 623544.87397437 7466682.86866964, 625380.24192185 7466600.94059092, 626375.5593975 7466447.31851782, 627261.1205919 7466310.5785227, 628855.89878602 7466015.62138629, 630609.44916898 7465540.01854408, 632506.18922021 7465122.89857696, 632839.4391473701 7465043.39065057, 633677.88154983 7464843.83001195, 634257.06799726 7464705.81939537, 635903.6185061 7464455.7785004, 636229.36950357 7464427.77036659, 637165.8920276799 7464346.76023202, 638246.83383425 7464281.73336384, 639954.783323 7464389.69395991, 642801.04977142 7464901.11983421, 643327.36760364 7464995.11943389, 643796.2104948401 7465135.10774951, 644270.745067956 7465276.799890985)	16015	Fault or shear zone
LINESTRING (520903.52083879 7460937.09038972, 521878.4373842 7460945.08053931, 523111.60903805 7460823.56041925, 524058.8903615 7460767.5598339, 525471.01998435 7460830.04042569, 526806.77013572 7460905.52143088, 527908.01960119 7461115.49108143, 528824.27900357 7461218.98042965, 529396.60859074 7461215.96148827, 529930.1291255601 7461072.94881185, 530558.43972889 7460801.94997914, 531357.53494392 7460358.4139913, 531658.67771212 7460207.91930185, 532024.5493569101 7460025.38895853, 532182.29375604 7459946.89962854, 532880.91498297 7459751.87211157, 533899.89213105 7459516.28654444)	16397	Fault or shear zone
LINESTRING (618914.9745863799 7470851.89044462, 620449.6895536 7470159.88884969, 620766.74089219 7469960.88031009, 621131.3265649 7469823.31741649, 621947.4857308 7469515.32335752, 622677.32839852 7469199.26996136, 623433.10201635 7468985.22954858, 624265.13023145 7468764.29099367, 624843.50209946 7468710.33083741, 625557.20159298 7468709.86592191, 626185.22814615 7468709.42895909, 627025.05999256 7468793.9993115, 628964.76155022 7468821.56153241, 630033.2940049201 7468847.51950703, 631075.66464318 7468720.99223836, 632257.15070853 7468421.93949619, 632796.97137288 7468265.91099108, 634092.79861454 7467940.86112186, 635262.2799236201 7467463.32046268, 635324.51537064 7467438.95713211, 635644.21125043 7467313.79988159, 636307.6895511301 7467056.77151463, 636657.20158683 7466921.25928401, 637190.55911127 7466727.24729901, 639329.65381466 7466197.69216345, 639509.6614102999 7466130.67800721, 639807.29054284 7466025.66903679, 640093.86979914 7465951.6767712, 641065.32414682 7465777.15482796, 641243.92202744 7465723.15129801, 642419.37278705 7465557.13495867, 643608.38266546 7465449.11421285, 644270.745067956 7465449.130707046)	16398	Fault or shear zone
LINESTRING (556931.35087387 7494207.77888696, 556392.39701353 7494547.77139712, 556063.47403867 7494912.25786786, 555539.31373062 7495666.26446304, 555257.96155533 7496120.25369018, 555072.2694065199 7496419.74275294, 554527.5386105001 7496881.23194422, 554307.53902452 7497121.23991219, 552794.04956652 7498772.5523466, 553596.08464105 7498208.01852831, 554152.4032223 7497748.16710678, 554862.03073534 7497234.0601492, 555089.24036267 7497031.25055074, 555214.7785812001 7496966.73762543, 555303.84934959 7496972.25131123, 555397.43231938 7496948.76113351, 555500.58854933 7496894.75131075, 556810.03934078 7496760.77135565)	16399	Fault or shear zone
LINESTRING (567151.76612273 7432083.37357781, 567730.68522557 7431589.88847871, 568168.29201238 7431288.90045887, 568619.62185477 7430905.91065513, 569127.41986027 7430552.42852587, 570207.05203314 7429796.45080227, 570814.92089283 7429367.96352972, 571181.6914821099 7429087.96908704, 572041.29843819 7428431.97049891, 572085.9239874301 7428397.96622773, 572359.99928017 7428248.96807601, 572597.55956906 7428089.47909744, 573433.24973712 7427528.94975324, 574200.4368122499 7426979.10089456, 574635.25006624 7426667.43060064, 576376.07707329 7425518.40553629, 576619.71009211 7425359.90997884, 577135.7733778 7425024.90988812, 577386.4587888001 7424789.41039403, 577684.2009075501 7424422.40079254, 578022.97125279 7423394.3783799, 578187.73915605 7422994.3794526, 578204.99156239 7422935.88027822, 578439.81915387 7422052.87718168, 578692.7351899685 7421210.058449306)	16437	Fault or shear zone
LINESTRING (556810.03934078 7496760.77135565, 557265.78819201 7496312.76353351, 557823.72997162 7495965.78001169, 558052.23004521 7495869.26866262, 558255.44011648 7495804.28085724, 559107.92651325 7495515.7834868, 559741.43213243 7495363.28972162, 560097.57076693 7495361.79068184, 560402.5707222699 7495308.80044248, 561172.32029102 7495368.29970157, 561529.06934335 7495500.30069761, 561902.1672820901 7495667.56119192, 562019.8203147301 7495720.30267514, 560744.0715808599 7496242.77802117, 560127.86298172 7496386.28216425, 559327.17128265 7496505.27124616, 558316.31075122 7496567.77132511, 557896.63076381 7496576.25857749, 556810.03934078 7496760.77135565)	16455	Fault or shear zone
LINESTRING (566974.8406973 7434643.37675349, 568089.60082639 7433022.89837301, 568296.82872181 7432721.39931505, 568595.02255695 7432287.91161436, 569873.54209358 7431094.44834444, 570520.12906979 7430676.95922639, 570896.3591598599 7430433.9678086, 571371.8802152399 7430077.46849684, 571731.48819383 7429807.98945321, 572345.31949091 7429347.48097545, 572643.9382001 7429002.98203502, 572876.18954357 7428734.48878471, 573453.38108315 7428068.47055919, 574177.82058558 7427173.94257735, 574635.25006624 7426667.43060064)	16480	Fault or shear zone
LINESTRING (511975.4630899804 7466103.001094348, 512855.51947114 7465188.04146992, 513601.19255641 7464444.55993259, 513817.59964223 7464228.5580989, 513942.3802929 7464124.56014697, 514279.96852975 7463844.06911961, 515065.04165 7463107.58870429, 515755.88863244 7462620.09927526, 516433.99040785 7462126.608641, 517054.88203694 7461633.09011788, 517187.71887851 7461492.10172958, 517396.25070094 7461211.09096377, 517521.64935532 7460828.57830992, 517544.74124636 7460719.94109984, 517686.72612713 7460051.92786615, 517796.79109847 7459534.04905889, 517932.22064498 7458917.0407488, 518187.22076345 7457712.52937746, 518395.41241885 7457367.52603888)	16502	Fault or shear zone
LINESTRING (602600.12363018 7469187.86603131, 602262.93138115 7469164.35452307, 600832.13604394 7469178.32763464, 599663.01596261 7469394.83417521, 597762.65920387 7469640.81138923, 597489.34844059 7469667.79939131, 597311.4096670001 7469700.30923828, 597165.1705940299 7469707.80860215, 596394.50292679 7469866.55819988, 595278.10747966 7469966.36514428, 592823.7306148401 7470144.7996003, 591812.09946741 7470048.78140043, 590298.6120661499 7470063.25182547, 589942.60002628 7470084.24811836, 589421.71112455 7470214.24813314, 589115.08405104 7470324.73516288, 588824.84858926 7470408.24328448, 587871.66355222 7470547.21912561, 587052.03909398 7470704.72517245, 586854.08853385 7470726.21042278, 586603.40124136 7470753.21867346, 586130.4045663601 7470804.71529709, 585920.29140133 7470811.71830911, 585500.8400715101 7470825.70995715, 585195.65120825 7470835.70913985, 585087.34857828 7470846.22027366, 584927.33024594 7470861.21922978, 584777.56827124 7470875.20987981, 584586.01819069 7470893.21951463, 584310.5020194401 7470919.70904445, 583879.20132796 7470960.21011519, 583701.86734132 7470977.20476215, 582347.80440763 7471080.20905437, 581203.085674 7471086.2439976, 579739.75852605 7470960.80656096, 578855.08091138 7470812.84889529, 578480.02250588 7470852.87138789, 577901.46950825 7470887.87979972, 577653.4028529 7470876.89667236, 577322.75883237 7470891.41789858, 576293.71262126 7470941.41729128, 575847.73924532 7470962.92270914, 575222.71520622 7470943.72343947, 575148.13830986 7470941.43090307, 573678.91946201 7470898.41813577, 572502.2000885101 7470847.41121675, 572164.46882037 7470880.42007838, 572049.53843403 7470891.79058132, 571815.7114760299 7470914.92130751, 571284.27922978 7471060.91074807, 571225.08056504 7471076.90912106, 570605.76037921 7471330.39839779, 570152.4556395099 7471515.90027908, 568952.33108781 7471897.88647676, 568120.77617632 7472207.86347971, 567162.27753002 7472588.3373397, 566349.67525128 7472879.3110115, 566344.85032215 7472880.09901163, 565504.4843948201 7473017.31784153, 565163.69955135 7472990.83092275, 564907.79125102 7472971.30959359, 564811.05703531 7472963.81623811, 564180.65658369 7472795.29795085, 563593.33845646 7472557.2718922, 563269.54133116 7472453.75852149, 563139.65042434 7472412.23930114, 562663.8918720901 7472206.20921259, 562560.44050943 7472161.18850053, 562222.55465733 7472045.1661625, 562000.5764721601 7471997.14644267)	16744	Fault or shear zone
LINESTRING (567074.71630619 7478240.92666188, 566440.7586005901 7478657.90019396, 565489.34090637 7479184.88080296, 562984.81093098 7480732.35316027, 562734.95720408 7480927.17813031, 560416.26865676 7482734.7473422)	16754	Fault or shear zone
LINESTRING (532234.76210811 7429894.00725918, 530563.21358794 7430119.39371572, 528895.8400917 7430206.39584655, 527013.86540855 7430326.41197523, 525933.43513843 7430295.41641488, 524558.09278295 7430452.48022588, 522291.76722438 7430985.18921422, 519669.8856106 7431710.43795874, 516914.64800228 7432675.888906, 514070.22180826 7433737.11616069, 511975.4630899804 7434766.167466087)	16814	Fault or shear zone
LINESTRING (515470.58119806 7469457.53161369, 514409.58756316 7469673.52384395, 512928.91954483 7469904.01137188, 511975.4630899804 7470145.430350818)	16816	Fault or shear zone
LINESTRING (531009.8393847001 7462104.42069439, 530741.76309901 7462229.80178007, 530032.6192317 7462561.44004918, 529016.95003648 7462936.44873148, 528052.9689338 7463501.46796554, 526403.0684316501 7464255.50058692, 524600.02121898 7464882.50754835, 523341.04898511 7465344.16974041, 523139.74494814 7465417.97509713, 522079.71927133 7465806.56219287, 521248.94839271 7466342.67068365, 519841.74000517 7467250.56993728, 518248.48104636 7467876.54076657, 516523.54010524 7468879.0285032, 515470.58119806 7469457.53161369, 514102.432026 7470610.53146704, 513444.63038831 7471359.02179719, 512486.99004442 7471917.51898092, 511975.4630899804 7472198.820962953)	16825	Fault or shear zone
LINESTRING (529930.1291255601 7461072.94881185, 529100.64007716 7462146.2026508, 528052.9689338 7463501.46796554)	16878	Fault or shear zone
LINESTRING (554706.6693824501 7439143.80986739, 553558.33929163 7439491.30174451, 551831.65012634 7439491.30958053, 551202.59890926 7439552.312296, 550445.62972876 7439759.81967283, 549493.94066835 7440177.32794646, 548227.37947599 7440798.85949991, 546997.7593224 7441224.36794216, 545337.65133039 7441494.90149437, 544099.84826398 7441578.88902319, 543328.4686823 7441469.90077794, 541288.1691062 7441533.89944919, 540019.18004706 7441700.40969283, 539021.27856476 7441757.90881588, 538055.0695229199 7441820.90971067, 536811.54935092 7442018.9392329, 535733.07195926 7442373.9397229, 534308.33975105 7442933.44071849, 533002.96113437 7443365.94111941, 532883.40569973 7443396.93522953, 532459.41097702 7443699.94257991, 531613.45600951 7444620.93595255, 530309.1954636 7446451.04686284, 529382.04899127 7447918.17931418, 528600.21222913 7449390.78304968, 528205.91027788 7450082.79920326, 527102.11980327 7451601.29034716, 525689.74096123 7453305.76960623, 524885.0977907201 7454057.32930254, 524697.46908647 7454406.36207468, 524491.0445717199 7454793.39433819, 523915.55110906 7455865.95014557, 523536.02535505 7456492.97343324, 522583.22707276 7458058.02305144, 522103.20244429 7458741.5512642, 521876.45962713 7459201.04930622, 521665.87118666 7459585.56185983, 521327.94639523 7460203.06576769, 521050.30062699 7460656.57886209, 520903.52083879 7460937.09038972, 520773.03768044 7461186.58956681, 520433.00039797 7461894.59985498, 519972.06134954 7462584.59920119, 519650.27906279 7463114.60882467, 519346.63857559 7463447.10190432, 519030.03021542 7463741.60068966, 518675.88873739 7463887.08229356, 518338.21272308 7464025.57958042, 517629.80055293 7464194.08797844, 516520.3582247 7464457.58686713, 515780.3799953 7464691.56776288)	16896	Fault or shear zone
LINESTRING (518756.03529311 7451167.80519259, 518556.09633552 7451796.33570769, 518445.8795272 7452562.85753813, 518782.5500414 7454084.92072525, 518860.52968926 7454495.44100282, 519178.00029335 7455979.49184445, 519213.01757314 7456738.52529301, 519013.10827064 7457709.53746343)	17031	Fault or shear zone, major
