X,Y,Z,formation
563123.60102724,7447853.79047537,443.,Hardey_Formation
563063.62020148,7447272.28940967,423.,Hardey_Formation
562026.75061847,7447121.28073886,423.,Hardey_Formation
560973.7087553,7446299.77914902,427.,Hardey_Formation
559313.67862824,7445311.27095315,403.,Hardey_Formation
558880.85862708,7443311.26909321,394.,Hardey_Formation
567979.99052108,7445146.85802743,442.,Hardey_Formation
590146.44157319,7481527.91145514,678.,Jeerinah_Formation
587270.11153587,7480447.88119156,697.,Jeerinah_Formation
583374.67277587,7479724.36048574,713.,Jeerinah_Formation
578516.91830475,7470591.8698619,702.,Jeerinah_Formation
578051.87904148,7469104.89104206,735.,Jeerinah_Formation
577754.01046992,7466649.85074928,737.,Jeerinah_Formation
576879.67021855,7464636.71950747,773.,Jeerinah_Formation
575917.64242508,7462904.59906898,735.,Jeerinah_Formation
574508.22046684,7462071.98749455,703.,Jeerinah_Formation
572949.72149922,7460647.87953959,727.,Jeerinah_Formation
570262.54845795,7461267.37834051,648.,Jeerinah_Formation
567598.96084586,7461510.91063757,757.,Jeerinah_Formation
565478.37176324,7462228.64098812,640.,Jeerinah_Formation
563539.36180598,7463696.33917103,559.,Jeerinah_Formation
561287.41763716,7464885.56008918,548.,Jeerinah_Formation
557249.11801602,7468924.6210421,534.,Jeerinah_Formation
557435.49051497,7477249.33143419,544.,Jeerinah_Formation
556777.05807366,7479200.29021009,532.,Jeerinah_Formation
556113.87878471,7480314.27774131,548.,Jeerinah_Formation
551335.36984175,7484147.56360834,508.,Jeerinah_Formation
550722.24947948,7484395.24956278,510.,Jeerinah_Formation
546951.27852575,7485771.230792,536.,Jeerinah_Formation
543485.09223966,7487031.17033526,537.,Jeerinah_Formation
540545.27007858,7488001.65123898,514.,Jeerinah_Formation
537708.29916748,7489188.11120518,474.,Jeerinah_Formation
537085.18991326,7490547.61909179,483.,Jeerinah_Formation
537654.05873158,7491149.11161277,492.,Jeerinah_Formation
538434.62119396,7492137.62009539,494.,Jeerinah_Formation
539703.57871738,7492843.6307889,529.,Jeerinah_Formation
541239.20189032,7493478.13043027,538.,Jeerinah_Formation
543082.00778984,7494518.14171433,516.,Jeerinah_Formation
545175.31905178,7494736.14963838,520.,Jeerinah_Formation
547621.69996972,7495652.16833752,538.,Jeerinah_Formation
549506.21239416,7496087.18791441,549.,Jeerinah_Formation
551619.35050014,7496470.70824526,542.,Jeerinah_Formation
553873.40726405,7497069.22874199,565.,Jeerinah_Formation
556164.77166751,7497476.75923684,563.,Jeerinah_Formation
559000.80897592,7498747.26175625,587.,Jeerinah_Formation
562699.53014703,7499554.2596521,635.,Jeerinah_Formation
563910.54990069,7499293.79884901,609.,Jeerinah_Formation
545281.3174092342,7509272.83168071,716.,Marra_Mamba_Iron_Formation
544659.95239905,7507964.64985915,724.,Marra_Mamba_Iron_Formation
543666.67999418,7506391.65183904,613.,Marra_Mamba_Iron_Formation
541996.4995115,7504230.15167315,610.,Marra_Mamba_Iron_Formation
539885.06055499,7502867.14906611,542.,Marra_Mamba_Iron_Formation
537573.56795098,7502255.64922958,606.,Marra_Mamba_Iron_Formation
537263.75955419,7501296.64078807,571.,Marra_Mamba_Iron_Formation
534972.08789047,7500831.60926567,571.,Marra_Mamba_Iron_Formation
533501.71061218,7500546.60941942,572.,Marra_Mamba_Iron_Formation
532059.217866,7500783.59257653,573.,Marra_Mamba_Iron_Formation
529089.13063851,7500749.05869537,568.,Marra_Mamba_Iron_Formation
528679.6486601,7500223.04952499,572.,Marra_Mamba_Iron_Formation
525373.00947497,7500266.02116162,551.,Marra_Mamba_Iron_Formation
525080.37888159,7500248.52011825,551.,Marra_Mamba_Iron_Formation
566841.29134518,7435062.87094075,387.,Bunjinah_Formation
566723.28087973,7435433.86997357,390.,Bunjinah_Formation
535733.07195926,7442373.93972289,380.,Bunjinah_Formation
538055.06952292,7441820.90971067,374.,Bunjinah_Formation
545337.65133039,7441494.90149437,464.,Bunjinah_Formation
606617.73131687,7451500.4016994,512.,Bunjinah_Formation
617530.11086497,7465285.8415462,553.,Bunjinah_Formation
632839.43914737,7465043.39065057,623.,Bunjinah_Formation
553729.40147204,7465563.86948891,507.,Bunjinah_Formation
554176.25794341,7467254.23081544,490.,Bunjinah_Formation
554484.87088343,7472279.17133678,506.,Bunjinah_Formation
554478.16147654,7475877.81037785,497.,Bunjinah_Formation
554389.22145929,7477240.2996971,495.,Bunjinah_Formation
553837.62161263,7479125.27873433,495.,Bunjinah_Formation
551497.37110772,7482212.77111285,495.,Bunjinah_Formation
550352.17914837,7482812.24802343,516.,Bunjinah_Formation
546830.22148008,7484390.74797113,558.,Bunjinah_Formation
544290.29140334,7485193.69958059,567.,Bunjinah_Formation
540764.83150374,7486034.15000151,531.,Bunjinah_Formation
537391.73050708,7486822.60918291,489.,Bunjinah_Formation
534166.78231125,7487998.07999773,446.,Bunjinah_Formation
531498.79136816,7489954.05097008,540.,Bunjinah_Formation
530163.09108962,7491234.03054733,544.,Bunjinah_Formation
528666.19739018,7492063.53078777,481.,Bunjinah_Formation
529824.50979417,7489587.52044702,490.,Bunjinah_Formation
528554.6395949,7490014.51940574,504.,Bunjinah_Formation
526392.79139247,7491426.50838176,554.,Bunjinah_Formation
524274.67169755,7490005.97948745,608.,Bunjinah_Formation
522249.71084465,7489450.45967088,515.,Bunjinah_Formation
520331.96820239,7488696.93913393,656.,Bunjinah_Formation
519045.7715252,7487029.90596829,713.,Bunjinah_Formation
517660.50771919,7485929.89164389,656.,Bunjinah_Formation
516449.4184881,7485350.8806053,761.,Bunjinah_Formation
516217.31076563,7484683.87072337,691.,Bunjinah_Formation
514732.97786447,7484151.34926398,570.,Bunjinah_Formation
513376.34976587,7483719.32811547,504.,Bunjinah_Formation
512118.00205471,7482548.8304549,481.,Bunjinah_Formation
616418.20934081,7465511.85044934,564.,Bunjinah_Formation
618122.76026765,7466269.88165746,568.,Bunjinah_Formation
619135.9723775,7466315.76862377,587.,Bunjinah_Formation
623388.77080107,7466561.29151746,574.,Bunjinah_Formation
610421.20009232,7456061.87035512,605.,Bunjinah_Formation
