GROUP_,id,x,y,z,code
Fortescue Group,14341,597936.84057004,7467494.80929981,694.,Hardey_Formation
Fortescue Group,14341,599424.52052312,7467397.82162052,710.,Hardey_Formation
Fortescue Group,14341,599920.60037553,7467394.81799019,710.,Hardey_Formation
Fortescue Group,14341,600384.43044965,7467316.31783846,674.,Hardey_Formation
Fortescue Group,14341,601184.57931017,7467063.33009579,665.,Hardey_Formation
Fortescue Group,14341,602061.61880699,7466950.34126479,611.,Hardey_Formation
Fortescue Group,14341,602538.56099083,7466941.85908435,611.,Hardey_Formation
Fortescue Group,14341,603098.18928894,7466944.84813115,619.,Hardey_Formation
Fortescue Group,14341,603677.13948573,7466986.34115502,609.,Hardey_Formation
Fortescue Group,14341,604192.76018906,7467098.34192548,609.,Hardey_Formation
Fortescue Group,14341,604645.20203466,7467292.83957446,609.,Hardey_Formation
Fortescue Group,14341,604995.92829865,7467494.83065403,609.,Hardey_Formation
Fortescue Group,14341,605359.07099838,7467626.32895225,588.,Hardey_Formation
Fortescue Group,14341,606052.36107624,7467660.82986965,596.,Hardey_Formation
Fortescue Group,14341,606593.13006532,7467702.32934624,596.,Hardey_Formation
Fortescue Group,14341,607248.58110127,7467787.82225741,596.,Hardey_Formation
Fortescue Group,14341,608945.81987865,7468194.34078989,591.,Hardey_Formation
Fortescue Group,14341,610197.3891058,7468507.34953501,592.,Hardey_Formation
Fortescue Group,14341,608858.86189753,7468907.34024525,592.,Hardey_Formation
Fortescue Group,14341,607937.63111175,7469359.33711983,582.,Hardey_Formation
Fortescue Group,14341,606894.69042814,7469758.85011086,590.,Hardey_Formation
Fortescue Group,14341,606394.83372311,7469845.62496299,586.,Hardey_Formation
Fortescue Group,14341,595340.77997391,7475216.88087953,649.,Hardey_Formation
Fortescue Group,14341,605961.42066319,7469920.85106271,585.,Hardey_Formation
Fortescue Group,14341,606399.72933652,7469876.85233627,586.,Hardey_Formation
Fortescue Group,14341,606822.98958802,7469915.34943671,590.,Hardey_Formation
Fortescue Group,14341,606976.88881833,7470222.84823733,588.,Hardey_Formation
Fortescue Group,14341,606784.45069111,7470723.35953844,588.,Hardey_Formation
Fortescue Group,14341,606476.64028212,7471300.37175138,588.,Hardey_Formation
Fortescue Group,14341,606168.73963573,7472070.36810669,590.,Hardey_Formation
Fortescue Group,14341,605976.33073592,7472724.37859842,597.,Hardey_Formation
Fortescue Group,14341,605245.14146946,7473840.41108714,603.,Hardey_Formation
Fortescue Group,14341,604595.40874701,7474211.91804388,610.,Hardey_Formation
Fortescue Group,14341,604538.17908042,7474211.91910648,610.,Hardey_Formation
Fortescue Group,14341,604474.49032306,7474199.92181453,613.,Hardey_Formation
Fortescue Group,14341,604169.22005712,7474188.41210195,613.,Hardey_Formation
Fortescue Group,14341,603774.95080844,7474203.41987024,610.,Hardey_Formation
Fortescue Group,14341,602892.48964814,7474513.94171609,637.,Hardey_Formation
Fortescue Group,14341,602206.4292549,7474682.92914997,634.,Hardey_Formation
Fortescue Group,14341,601532.96901067,7474813.93985722,620.,Hardey_Formation
